feature,importance
X_coords_0,0.0
X_coords_1,0.0
X_geo_0,0.0
X_geo_1,0.0
X_geo_2,0.0
X_geo_3,0.0
X_geo_4,0.0
X_geo_5,0.0
X_geo_6,0.0
X_geo_7,0.0
X_geo_8,0.0
X_geo_9,0.0
X_geo_10,0.0
X_geo_11,0.0
X_geo_12,0.0
X_geo_13,0.0
X_geo_14,0.0
X_geo_15,0.0
X_geo_16,0.0
X_geo_17,0.0
X_geochem_0,0.0
X_geochem_1,0.0
X_geochem_2,0.0
X_geochem_3,0.0
X_geochem_4,0.0
X_geochem_5,0.0
X_geochem_6,0.0
X_geochem_7,0.0
X_gravity,0.0
X_gravity_grad,0.0
X_mag_0,0.0
X_mag_1,0.0
X_mag_2,0.0
